1986;Estadio Sergio León Chávez;Irapuato, Guanajuato, Mexico
1986;Estadio Tecnológico;Monterrey
1986;Estadio Universitario;Calle del Doctor Pedro de Alba, 6645 San Nicolás de los Garza
1986;Stade 3 de marzo;Zapopan, Jalisco, Mexique
1986;Stade Azteca;Calzada de Tlalpan 3465 Mexico, DF C.P. 04650
1986;Stade Corregidora;undefined
1986;Stade Jalisco;No. 1772, Colonia Independencia, Guadalajara, C.P. 44290.
1986;Stade Neza 86;Nezahualcoyotl, Mexico
1986;Stade olympique universitaire (Mexico);AV. Insurgentes Sur S/N, Col. Ciudad Universitaria CP: 43000, Coyoacán, Mexico
1990;Stade Artemio-Franchi (Florence);Viale Manfredo Fanti, 4 50137 Florence (FI), Italie
1990;Stade Friuli;Piazzale Repubblica Argentina, 3 33100 Udine, Italie
1990;Stade Giuseppe-Meazza;Via dei Piccolomini, 5 20151 Milan (MI), Italie
1990;Stade Luigi-Ferraris;Via Giovanni De Prà, 1 16139 Gênes (GE)
1990;Stade Marcantonio-Bentegodi;Piazzale Olimpia 37138 Vérone (VR), Italie
1990;Stade Renato-Dall'Ara;Via Andrea Costa 174 40134 Bologne, Italie
1990;Stade Renzo-Barbera;Viale del Fante 11, 90146 Palerme, Italie
1990;Stade San Nicola;Strada Torrebella 70124 Bari (BA), Italie
1990;Stade San Paolo;Piazzale Vincenzo Tecchio 80125 Naples (NA), Italie
1990;Stade Sant'Elia;Via Vespucci, 09126 Cagliari (CA) Tel. +39 070 380900
1990;Stade olympique de Rome;Via Foro Italico 00194 Rome, Italie
1990;Stadio delle Alpi;Strada Comunale di Altessano, 131 10151 Turin (TO), Italie
1994;Citrus Bowl;1610 W. Church Street Orlando, FL 32805
1994;Cotton Bowl (stade);3750 Midway Plaza Dallas, TX 75210
1994;Foxboro Stadium;60 Washington St. Route 1 Foxborough, MA 02035
1994;Giants Stadium;50 State Route 120 East Rutherford, NJ 07073
1994;Robert F. Kennedy Memorial Stadium;2400 East Capitol Street Southeast Washington, DC 20003
1994;Rose Bowl (stade);1001 Rose Bowl Drive Pasadena, California 91103
1994;Silverdome;1200 Featherstone Road Pontiac, MI 48342
1994;Soldier Field;1410 South Museum Campus Dr Chicago, IL 60605
1994;Stanford Stadium;625 Nelson Road Stanford, CA 94305
1998;Parc des Princes;24, rue du Commandant Guilbaud 75016 Paris
1998;Stade Bollaert-Delelis;Avenue Alfred-Maës, 62 300 Lens, France
1998;Stade Geoffroy-Guichard;14, rue Paul et Pierre Guichard 42028 Saint-Étienne
1998;Stade Jacques-Chaban-Delmas;Place Johnston 33000 Bordeaux
1998;Stade Vélodrome;3 boulevard Michelet, 13008 Marseille
1998;Stade de France;Zac du Cornillon Nord93200 Saint-Denis
1998;Stade de Gerland;393, avenue Jean-Jaurès 69007 Lyon
1998;Stade de la Beaujoire;5 boulevard de la Beaujoire 44300 Nantes
1998;Stade de la Mosson;Avenue de Heidelberg 34080 Montpellier
1998;Stadium municipal de Toulouse;Île du Ramier 1 bis allées Gabriel Biénès 31028 Toulouse
2002;Dôme de Sapporo;1 Hitsujigaoka, Toyohira-ku Sapporo, Japon
2002;Stade Denka;68, Seigoro Niigata, Japon
2002;Stade Ecopa de Shizuoka;2300-1, Aino Fukuroi, Japon
2002;Stade Munhak d'Incheon;San 8, Munhak-dong, Nam-gu Incheon, Corée du Sud
2002;Stade Nagai;1-1 Nagai Koen, Higashisumiyoshi-ku Ōsaka, Japon
2002;Stade Nissan;3300 Kozukue-cho Kōhoku-ku, Yokohama 220-0036
2002;Stade Saitama 2002;500 Nakanoda Midori-ku Saitama, Japon
2002;Stade d'Oita;Oaza Yokoo 1351, Matsuoka Oita, Japon
2002;Stade de Daegu;504 Daeheung-dong, Suseong-gu Daegu, Corée du Sud
2002;Stade de Kashima;Kashima, Ibaraki, Japon
2002;Stade de Miyagi;40-1 Aza-Tate, Sugaya Rifu, Japon
2002;Stade de football d’Ulsan Munsu;San 5, Oksan-dong, Nam-gu Ulsan, Corée du Sud
2002;Stade de la Coupe du Monde de Jeju;914, Beophwan-dong Seogwipo, Corée du Sud
2002;Stade de la Coupe du monde de Daejeon;270 Noeun-dong, Yuseong-gu Daejeon, Corée du Sud
2002;Stade de la Coupe du monde de Gwangju;423-2 Pungam-dong, Seo-gu Gwangju, Corée du Sud
2002;Stade de la Coupe du monde de Jeonju;763-1 Banwol-dong, Deokjin-gu Jeonju, Corée du Sud
2002;Stade de la Coupe du monde de Suwon;San 228, Uman-dong, Paldal-gu Suwon, Corée du Sud
2002;Stade de la Coupe du monde de Séoul;515 Seongsan-dong, Mapo-gu Séoul, Corée du Sud
2002;Stade du parc Misaki;1 Misaki-cho, Hyōgo-ku Kōbe, Japon
2002;Stade principal Asiad;1300 Geoje-dong, Yeonje-gu Pusan, Corée du Sud
2006;Allianz Arena;Werner-Heisenberg-Allee 25 D-80939 Munich
2006;Commerzbank-Arena;Mörfelder Landstrasse 362 D-60528 Francfort-sur-le-Main
2006;Fritz-Walter-Stadion;Kaiserslautern
2006;Imtech Arena;Sylvesterallee 7 22525 Hambourg
2006;Mercedes-Benz Arena;Mercedesstrasse 87 70372 Stuttgart
2006;Red Bull Arena (Leipzig);Am Sportforum 3 04105 Leipzig
2006;RheinEnergieStadion;Aachener Straße 999 50933 Cologne
2006;Signal Iduna Park;Strobelallee 50 44139 Dortmund
2006;Stade de Nuremberg;Max-Morlock-Platz 1 90471 Nuremberg
2006;Stade olympique de Berlin;Olympischer Platz 3 14053 Berlin
2006;Veltins-Arena;Ernst-Kuzorra-Weg 1 45891 Gelsenkirchen
2010;Cape Town Stadium;Fritz Sonnenberg Road Green Point 8051 Le Cap, Cap-Occidental
2010;Ellis Park Stadium;Corner of Currey and Staib Street Doornfontein, Johannesburg, 2028
2010;FNB Stadium;Nasrec, Soweto Johannesburg, Gauteng
2010;Free State Stadium;Bloemfontein Afrique du Sud
2010;Loftus Versfeld Stadium;440 Kirkness St., Pretoria
2010;Nelson Mandela Bay Stadium;70 Prince Alfred Road North End Port Elizabeth, Cap-Oriental 6001
2010;Stade Mbombela;Nelspruit Afrique du Sud
2010;Stade Peter-Mokaba;Polokwane, Afrique du Sud
2010;Stade Royal Bafokeng;Rustenburg, Afrique du Sud
